KCNJ9	ENSG00000162728.4	+	chr1	160081570	160090563	protein_coding
KLHDC9	ENSG00000162755.13	+	chr1	161098361	161100346	protein_coding
PCP4L1	ENSG00000248485.1	+	chr1	161258727	161285450	protein_coding
FCRL6	ENSG00000181036.13	+	chr1	159800511	159816251	protein_coding
UHMK1	ENSG00000152332.15	+	chr1	162497251	162529629	protein_coding
ACKR1	ENSG00000213088.9	+	chr1	159203307	159206500	protein_coding
HSPA6	ENSG00000173110.7	+	chr1	161524540	161526910	protein_coding
RP11-565P22.6	ENSG00000254706.2	+	chr1	162365407	162383531	protein_coding
FCER1A	ENSG00000179639.10	+	chr1	159289714	159308224	protein_coding
FCRLA	ENSG00000132185.16	+	chr1	161706972	161714352	protein_coding
OR10J1	ENSG00000196184.8	+	chr1	159439722	159440811	protein_coding
OR6K6	ENSG00000180433.4	+	chr1	158754720	158755891	protein_coding
SLAMF7	ENSG00000026751.16	+	chr1	160739057	160754821	protein_coding
NOS1AP	ENSG00000198929.12	+	chr1	162069774	162370475	protein_coding
FCRLB	ENSG00000162746.14	+	chr1	161721563	161728143	protein_coding
UAP1	ENSG00000117143.13	+	chr1	162561506	162599842	protein_coding
NDUFS2	ENSG00000158864.12	+	chr1	161197104	161214395	protein_coding
FCER1G	ENSG00000158869.10	+	chr1	161215234	161220699	protein_coding
NIT1	ENSG00000158793.13	+	chr1	161118086	161125445	protein_coding
SLAMF8	ENSG00000158714.10	+	chr1	159826750	159837249	protein_coding
DUSP23	ENSG00000158716.8	+	chr1	159780932	159782543	protein_coding
OR10Z1	ENSG00000198967.3	+	chr1	158606439	158607380	protein_coding
LY9	ENSG00000122224.17	+	chr1	160796074	160828261	protein_coding
MNDA	ENSG00000163563.7	+	chr1	158831317	158849506	protein_coding
DUSP12	ENSG00000081721.11	+	chr1	161749758	161757238	protein_coding
SDHC	ENSG00000143252.14	+	chr1	161314257	161375340	protein_coding
ATP1A2	ENSG00000018625.14	+	chr1	160115759	160143591	protein_coding
FCGR2B	ENSG00000072694.20	+	chr1	161663147	161678654	protein_coding
TOMM40L	ENSG00000158882.13	+	chr1	161225939	161230744	protein_coding
DDR2	ENSG00000162733.16	+	chr1	162631373	162787400	protein_coding
C1orf226	ENSG00000239887.4	+	chr1	162366908	162386818	protein_coding
USP21	ENSG00000143258.15	+	chr1	161159450	161165723	protein_coding
AL591806.1	ENSG00000278883.1	+	chr1	161065865	161066153	protein_coding
PEA15	ENSG00000162734.12	+	chr1	160205337	160215376	protein_coding
PPOX	ENSG00000143224.17	+	chr1	161166410	161178013	protein_coding
APCS	ENSG00000132703.3	+	chr1	159587825	159588865	protein_coding
NCSTN	ENSG00000162736.15	+	chr1	160343272	160358952	protein_coding
UFC1	ENSG00000143222.11	+	chr1	161152776	161158856	protein_coding
FCGR2A	ENSG00000143226.13	+	chr1	161505430	161524013	protein_coding
ATF6	ENSG00000118217.5	+	chr1	161766294	161964070	protein_coding
CADM3	ENSG00000162706.12	+	chr1	159171609	159203313	protein_coding
PYHIN1	ENSG00000163564.14	+	chr1	158930796	158977054	protein_coding
NHLH1	ENSG00000171786.5	+	chr1	160367067	160372848	protein_coding
IFI16	ENSG00000163565.18	+	chr1	158999968	159055155	protein_coding
HSD17B7	ENSG00000132196.13	+	chr1	162790702	162812817	protein_coding
CASQ1	ENSG00000143318.12	+	chr1	160190556	160201886	protein_coding
VANGL2	ENSG00000162738.5	+	chr1	160400586	160428678	protein_coding
ATP1A4	ENSG00000132681.16	+	chr1	160151570	160186977	protein_coding
COPA	ENSG00000122218.14	-	chr1	160289273	160343400	protein_coding
CCDC190	ENSG00000185860.13	-	chr1	162824458	162868815	protein_coding
OR6K3	ENSG00000203757.1	-	chr1	158717168	158718163	protein_coding
OR6P1	ENSG00000186440.1	-	chr1	158562651	158563604	protein_coding
APOA2	ENSG00000158874.11	-	chr1	161222292	161223631	protein_coding
OR10J3	ENSG00000196266.4	-	chr1	159313670	159314659	protein_coding
TSTD1	ENSG00000215845.10	-	chr1	161037631	161038990	protein_coding
SLAMF9	ENSG00000162723.9	-	chr1	159951492	159954254	protein_coding
FCGR3A	ENSG00000203747.9	-	chr1	161541759	161550737	protein_coding
IGSF9	ENSG00000085552.16	-	chr1	159927039	159945604	protein_coding
IGSF8	ENSG00000162729.13	-	chr1	160091340	160098943	protein_coding
SPTA1	ENSG00000163554.12	-	chr1	158610706	158686698	protein_coding
USF1	ENSG00000158773.14	-	chr1	161039251	161045977	protein_coding
CFAP126	ENSG00000188931.3	-	chr1	161364731	161367874	protein_coding
SH2D1B	ENSG00000198574.5	-	chr1	162395266	162412138	protein_coding
OR6N1	ENSG00000197403.3	-	chr1	158765744	158766682	protein_coding
OLFML2B	ENSG00000162745.10	-	chr1	161983192	162023854	protein_coding
ITLN2	ENSG00000158764.6	-	chr1	160945025	160954799	protein_coding
OR6Y1	ENSG00000197532.1	-	chr1	158547128	158548105	protein_coding
FCGR3B	ENSG00000162747.9	-	chr1	161623196	161631963	protein_coding
CD48	ENSG00000117091.9	-	chr1	160678746	160711851	protein_coding
DCAF8	ENSG00000132716.18	-	chr1	160215715	160262531	protein_coding
CFAP45	ENSG00000213085.9	-	chr1	159872364	159900163	protein_coding
C1orf204	ENSG00000188004.9	-	chr1	159834474	159855347	protein_coding
VSIG8	ENSG00000243284.1	-	chr1	159854316	159862657	protein_coding
NECTIN4	ENSG00000143217.8	-	chr1	161070995	161089599	protein_coding
TAGLN2	ENSG00000158710.14	-	chr1	159918107	159925732	protein_coding
KCNJ10	ENSG00000177807.7	-	chr1	159998841	160070248	protein_coding
DEDD	ENSG00000158796.16	-	chr1	161120974	161132688	protein_coding
ARHGAP30	ENSG00000186517.13	-	chr1	161046946	161069970	protein_coding
CD244	ENSG00000122223.12	-	chr1	160830160	160862855	protein_coding
OR10J5	ENSG00000184155.8	-	chr1	159535078	159536007	protein_coding
NR1I3	ENSG00000143257.11	-	chr1	161229666	161238302	protein_coding
OR6K2	ENSG00000196171.3	-	chr1	158699678	158700652	protein_coding
CRP	ENSG00000132693.12	-	chr1	159712289	159714589	protein_coding
F11R	ENSG00000158769.17	-	chr1	160995211	161021348	protein_coding
MPZ	ENSG00000158887.15	-	chr1	161304735	161309972	protein_coding
SLAMF1	ENSG00000117090.14	-	chr1	160608100	160647295	protein_coding
SLAMF6	ENSG00000162739.13	-	chr1	160485030	160523262	protein_coding
PEX19	ENSG00000162735.18	-	chr1	160276812	160286348	protein_coding
RP11-574F21.3	ENSG00000258465.6	-	chr1	160217464	160285130	protein_coding
B4GALT3	ENSG00000158850.14	-	chr1	161171310	161177968	protein_coding
PIGM	ENSG00000143315.6	-	chr1	160027673	160031991	protein_coding
PFDN2	ENSG00000143256.4	-	chr1	161100556	161118111	protein_coding
AIM2	ENSG00000163568.14	-	chr1	159062484	159147096	protein_coding
CD84	ENSG00000066294.14	-	chr1	160541095	160579516	protein_coding
ADAMTS4	ENSG00000158859.9	-	chr1	161184308	161199056	protein_coding
OR6N2	ENSG00000188340.1	-	chr1	158776682	158777635	protein_coding
ITLN1	ENSG00000179914.4	-	chr1	160876539	160885170	protein_coding
C1orf111	ENSG00000171722.12	-	chr1	162373203	162376870	protein_coding
