NBEA	ENSG00000172915.18	+	chr13	34942287	35673022	protein_coding
EXOSC8	ENSG00000120699.12	+	chr13	36998816	37009613	protein_coding
FRY	ENSG00000073910.19	+	chr13	32031300	32299122	protein_coding
GPALPP1	ENSG00000133114.17	+	chr13	44989529	45037669	protein_coding
SERP2	ENSG00000151778.10	+	chr13	44373665	44397714	protein_coding
COG6	ENSG00000133103.16	+	chr13	39655627	39791665	protein_coding
B3GLCT	ENSG00000187676.7	+	chr13	31199936	31332276	protein_coding
WBP4	ENSG00000120688.8	+	chr13	41061274	41084006	protein_coding
ALOX5AP	ENSG00000132965.9	+	chr13	30713478	30764426	protein_coding
UFM1	ENSG00000120686.11	+	chr13	38349849	38363619	protein_coding
BRCA2	ENSG00000139618.14	+	chr13	32315474	32400266	protein_coding
FREM2	ENSG00000150893.10	+	chr13	38687129	38887131	protein_coding
NHLRC3	ENSG00000188811.13	+	chr13	39038306	39050109	protein_coding
RFC3	ENSG00000133119.12	+	chr13	33818049	33966558	protein_coding
RGCC	ENSG00000102760.12	+	chr13	41457559	41470882	protein_coding
PAN3	ENSG00000152520.13	+	chr13	28138506	28295335	protein_coding
SERTM1	ENSG00000180440.3	+	chr13	36673912	36697839	protein_coding
TNFSF11	ENSG00000120659.14	+	chr13	42562736	42608013	protein_coding
FAM216B	ENSG00000179813.6	+	chr13	42781550	42791549	protein_coding
GTF2F2	ENSG00000188342.11	+	chr13	45120515	45284909	protein_coding
LACC1	ENSG00000179630.10	+	chr13	43879284	43893932	protein_coding
DGKH	ENSG00000102780.16	+	chr13	42040036	42256578	protein_coding
USPL1	ENSG00000132952.11	+	chr13	30617693	30660770	protein_coding
MTUS2	ENSG00000132938.19	+	chr13	28820348	29505947	protein_coding
AL138706.1	ENSG00000279238.1	+	chr13	37020528	37020772	protein_coding
DNAJC15	ENSG00000120675.5	+	chr13	43023203	43114224	protein_coding
RFXAP	ENSG00000133111.3	+	chr13	36819224	36829104	protein_coding
RXFP2	ENSG00000133105.7	+	chr13	31739542	31803388	protein_coding
NAA16	ENSG00000172766.18	+	chr13	41311205	41377030	protein_coding
PDS5B	ENSG00000083642.18	+	chr13	32586427	32778019	protein_coding
PDX1	ENSG00000139515.5	+	chr13	27920020	27926231	protein_coding
POMP	ENSG00000132963.7	+	chr13	28659104	28678925	protein_coding
UBE2L5P	ENSG00000236444.4	+	chr13	30422488	30428616	protein_coding
ATP5EP2	ENSG00000180389.6	+	chr13	27945206	27945590	protein_coding
TEX26	ENSG00000175664.9	+	chr13	30932703	30975502	protein_coding
SLC25A15	ENSG00000102743.14	+	chr13	40789412	40810111	protein_coding
MEDAG	ENSG00000102802.9	+	chr13	30906191	30925572	protein_coding
AKAP11	ENSG00000023516.8	+	chr13	42272153	42323267	protein_coding
KL	ENSG00000133116.7	+	chr13	33016433	33066145	protein_coding
CCNA1	ENSG00000133101.9	+	chr13	36431520	36442882	protein_coding
STOML3	ENSG00000133115.11	-	chr13	38965925	38991066	protein_coding
TSC22D1	ENSG00000102804.14	-	chr13	44432143	44577147	protein_coding
SLC7A1	ENSG00000139514.12	-	chr13	29509410	29595688	protein_coding
VWA8	ENSG00000102763.16	-	chr13	41566837	41961120	protein_coding
SPG20	ENSG00000133104.12	-	chr13	36301638	36370180	protein_coding
CSNK1A1L	ENSG00000180138.7	-	chr13	37103259	37105664	protein_coding
CCDC169	ENSG00000242715.7	-	chr13	36222008	36297840	protein_coding
ZAR1L	ENSG00000189167.11	-	chr13	32303700	32315344	protein_coding
STARD13	ENSG00000133121.20	-	chr13	33103135	33350630	protein_coding
ELF1	ENSG00000120690.14	-	chr13	40931920	41061440	protein_coding
URAD	ENSG00000183463.5	-	chr13	27977714	27988654	protein_coding
HMGB1	ENSG00000189403.14	-	chr13	30456704	30617597	protein_coding
UBL3	ENSG00000122042.9	-	chr13	29764371	29850684	protein_coding
NUFIP1	ENSG00000083635.7	-	chr13	44939249	44989483	protein_coding
DCLK1	ENSG00000133083.14	-	chr13	35768652	36131306	protein_coding
SLC25A30	ENSG00000174032.16	-	chr13	45393316	45418455	protein_coding
TPT1	ENSG00000133112.16	-	chr13	45333471	45341370	protein_coding
PROSER1	ENSG00000120685.19	-	chr13	39009866	39038076	protein_coding
SLC46A3	ENSG00000139508.14	-	chr13	28700064	28718970	protein_coding
MTRF1	ENSG00000120662.15	-	chr13	41216369	41263577	protein_coding
MAB21L1	ENSG00000180660.7	-	chr13	35474182	35477209	protein_coding
KATNAL1	ENSG00000102781.13	-	chr13	30202630	30307484	protein_coding
MRPS31	ENSG00000102738.7	-	chr13	40729135	40771173	protein_coding
ENOX1	ENSG00000120658.13	-	chr13	43213518	43786908	protein_coding
TRPC4	ENSG00000133107.14	-	chr13	37636636	37870425	protein_coding
POSTN	ENSG00000133110.14	-	chr13	37562583	37598844	protein_coding
