chrX	276394	281482	+	ENSG00000182378.13
chrX	281684	284167	+	ENSG00000182378.13
chrX	284314	288733	+	ENSG00000182378.13
chrX	288869	290648	+	ENSG00000182378.13
chrX	290776	291499	+	ENSG00000182378.13
chrX	291654	293035	+	ENSG00000182378.13
chrX	293218	299097	+	ENSG00000182378.13
chrX	276394	284167	+	ENSG00000182378.13
chrX	281121	281482	+	ENSG00000182378.13
chrX	281256	281482	+	ENSG00000182378.13
chrX	299465	302837	+	ENSG00000182378.13
chrX	283201	284167	+	ENSG00000182378.13
chrX	283488	284167	+	ENSG00000182378.13
chrX	283520	284167	+	ENSG00000182378.13
chrX	624602	630466	+	ENSG00000185960.13
chrX	631174	634618	+	ENSG00000185960.13
chrX	634826	640821	+	ENSG00000185960.13
chrX	640878	640999	+	ENSG00000185960.13
chrX	641087	644391	+	ENSG00000185960.13
chrX	641087	658785	+	ENSG00000185960.13
chrX	1268879	1274755	+	ENSG00000198223.16
chrX	1274818	1282678	+	ENSG00000198223.16
chrX	1282779	1285778	+	ENSG00000198223.16
chrX	1285920	1288519	+	ENSG00000198223.16
chrX	1288642	1288759	+	ENSG00000198223.16
chrX	1288888	1290337	+	ENSG00000198223.16
chrX	1290509	1294328	+	ENSG00000198223.16
chrX	1294461	1295427	+	ENSG00000198223.16
chrX	1295456	1300491	+	ENSG00000198223.16
chrX	1300626	1303923	+	ENSG00000198223.16
chrX	1304019	1305446	+	ENSG00000198223.16
chrX	1305527	1309402	+	ENSG00000198223.16
chrX	1268879	1282678	+	ENSG00000198223.16
chrX	1282779	1288519	+	ENSG00000198223.16
chrX	1274842	1282678	+	ENSG00000198223.16
chrX	1300626	1303261	+	ENSG00000198223.16
chrX	1303362	1303923	+	ENSG00000198223.16
chrX	1274818	1282409	+	ENSG00000198223.16
chrX	1282560	1282678	+	ENSG00000198223.16
chrX	1305527	1305628	+	ENSG00000198223.16
chrX	1285920	1287174	+	ENSG00000198223.16
chrX	1287198	1309840	+	ENSG00000198223.16
chrX	1290509	1305446	+	ENSG00000198223.16
chrX	1300626	1309402	+	ENSG00000198223.16
chrX	1300626	1305446	+	ENSG00000198223.16
chrX	1336926	1341728	+	ENSG00000185291.11
chrX	1341829	1345316	+	ENSG00000185291.11
chrX	1345434	1348431	+	ENSG00000185291.11
chrX	1348545	1352100	+	ENSG00000185291.11
chrX	1352232	1352322	+	ENSG00000185291.11
chrX	1352506	1356221	+	ENSG00000185291.11
chrX	1356336	1358861	+	ENSG00000185291.11
chrX	1358887	1365138	+	ENSG00000185291.11
chrX	1365252	1378659	+	ENSG00000185291.11
chrX	1378764	1381023	+	ENSG00000185291.11
chrX	1381104	1382391	+	ENSG00000185291.11
chrX	1341829	1352100	+	ENSG00000185291.11
chrX	1591769	1593444	+	ENSG00000197976.11
chrX	1594224	1595384	+	ENSG00000197976.11
chrX	1595532	1599192	+	ENSG00000197976.11
chrX	1599432	1600659	+	ENSG00000197976.11
chrX	1615268	1623139	+	ENSG00000196433.12
chrX	1623313	1624269	+	ENSG00000196433.12
chrX	1624398	1627703	+	ENSG00000196433.12
chrX	1627771	1629821	+	ENSG00000196433.12
chrX	1629939	1632704	+	ENSG00000196433.12
chrX	1632787	1633150	+	ENSG00000196433.12
chrX	1633290	1636438	+	ENSG00000196433.12
chrX	1636560	1642803	+	ENSG00000196433.12
chrX	1629939	1633150	+	ENSG00000196433.12
chrX	1629939	1636438	+	ENSG00000196433.12
chrX	2691427	2714422	+	ENSG00000002586.18
chrX	2714454	2717605	+	ENSG00000002586.18
chrX	2717652	2719661	+	ENSG00000002586.18
chrX	2719705	2720356	+	ENSG00000002586.18
chrX	2720424	2722627	+	ENSG00000002586.18
chrX	2722674	2723314	+	ENSG00000002586.18
chrX	2723364	2726260	+	ENSG00000002586.18
chrX	2726373	2738200	+	ENSG00000002586.18
chrX	2738256	2740779	+	ENSG00000002586.18
chrX	2726373	2733357	+	ENSG00000002586.18
chrX	2733374	2738203	+	ENSG00000002586.18
chrX	2714454	2719661	+	ENSG00000002586.18
chrX	2726373	2727293	+	ENSG00000002586.18
chrX	2727343	2733357	+	ENSG00000002586.18
chrX	2726373	2738203	+	ENSG00000002586.18
chrX	2691427	2691788	+	ENSG00000002586.18
chrX	2691695	2714422	+	ENSG00000002586.18
chrX	2752335	2770550	+	ENSG00000124343.12
chrX	2770591	2774716	+	ENSG00000124343.12
chrX	2774739	2782066	+	ENSG00000124343.12
chrX	2782128	2789644	+	ENSG00000124343.12
chrX	2789706	2794535	+	ENSG00000124343.12
chrX	2794603	2797310	+	ENSG00000124343.12
chrX	2797360	2808185	+	ENSG00000124343.12
chrX	2808220	2811336	+	ENSG00000124343.12
chrX	2811452	2814364	+	ENSG00000124343.12
chrX	2797360	2806701	+	ENSG00000124343.12
chrX	2806745	2808185	+	ENSG00000124343.12
chrX	2752335	2782066	+	ENSG00000124343.12
chrX	2828975	2830061	+	ENSG00000056998.18
chrX	2830195	2843213	+	ENSG00000056998.18
chrX	2843354	2853980	+	ENSG00000056998.18
chrX	2854154	2854993	+	ENSG00000056998.18
chrX	2855155	2856498	+	ENSG00000056998.18
chrX	2856624	2859843	+	ENSG00000056998.18
chrX	2860065	2861522	+	ENSG00000056998.18
chrX	2861722	2875810	+	ENSG00000056998.18
chrX	2875914	2877200	+	ENSG00000056998.18
chrX	2877307	2881052	+	ENSG00000056998.18
chrX	2830195	2842998	+	ENSG00000056998.18
chrX	2843090	2843213	+	ENSG00000056998.18
chrX	2829354	2830061	+	ENSG00000056998.18
chrX	2861722	2881052	+	ENSG00000056998.18
chrX	2875914	2881052	+	ENSG00000056998.18
chrX	3006704	3010030	+	ENSG00000205667.2
chrX	3010151	3013047	+	ENSG00000205667.2
chrX	3013172	3014970	+	ENSG00000205667.2
chrX	3015393	3018534	+	ENSG00000205667.2
chrX	3018670	3024021	+	ENSG00000205667.2
chrX	3024155	3027313	+	ENSG00000205667.2
chrX	3027475	3029247	+	ENSG00000205667.2
chrX	3029368	3033018	+	ENSG00000205667.2
chrX	3041663	3068073	+	ENSG00000062096.14
chrX	3068111	3072026	+	ENSG00000062096.14
chrX	3072175	3076548	+	ENSG00000062096.14
chrX	3076669	3080891	+	ENSG00000062096.14
chrX	3081013	3084243	+	ENSG00000062096.14
chrX	3084666	3089496	+	ENSG00000062096.14
chrX	3089632	3101087	+	ENSG00000062096.14
chrX	3101221	3103762	+	ENSG00000062096.14
chrX	3103924	3110128	+	ENSG00000062096.14
chrX	3110252	3112174	+	ENSG00000062096.14
chrX	3066872	3068073	+	ENSG00000062096.14
chrX	7219686	7253196	+	ENSG00000101846.6
chrX	7253336	7257242	+	ENSG00000101846.6
chrX	7257363	7257466	+	ENSG00000101846.6
chrX	7257588	7259349	+	ENSG00000101846.6
chrX	7259772	7275951	+	ENSG00000101846.6
chrX	7276087	7305046	+	ENSG00000101846.6
chrX	7305183	7325339	+	ENSG00000101846.6
chrX	7325498	7333986	+	ENSG00000101846.6
chrX	7334107	7349888	+	ENSG00000101846.6
chrX	7842334	7843058	+	ENSG00000182583.12
chrX	7843305	7843498	+	ENSG00000182583.12
chrX	7842371	7842691	+	ENSG00000182583.12
chrX	7842741	7843058	+	ENSG00000182583.12
chrX	7843769	7844010	+	ENSG00000182583.12
chrX	7844013	7844017	+	ENSG00000182583.12
chrX	7843752	7843813	+	ENSG00000182583.12
chrX	8464990	8465305	+	ENSG00000205642.9
chrX	8465552	8465745	+	ENSG00000205642.9
chrX	8466170	8466351	+	ENSG00000205642.9
chrX	8466016	8466377	+	ENSG00000205642.9
chrX	8466380	8466384	+	ENSG00000205642.9
chrX	8465933	8466000	+	ENSG00000205642.9
chrX	8466110	8466141	+	ENSG00000205642.9
chrX	9463462	9501780	+	ENSG00000101849.15
