chr5	92276	113251	+	ENSG00000153404.14
chr5	113448	139483	+	ENSG00000153404.14
chr5	140716	143047	+	ENSG00000153404.14
chr5	143256	143380	+	ENSG00000153404.14
chr5	143503	144827	+	ENSG00000153404.14
chr5	144920	151513	+	ENSG00000153404.14
chr5	151599	154875	+	ENSG00000153404.14
chr5	154991	155345	+	ENSG00000153404.14
chr5	155443	156071	+	ENSG00000153404.14
chr5	156210	156773	+	ENSG00000153404.14
chr5	156911	161783	+	ENSG00000153404.14
chr5	161944	162722	+	ENSG00000153404.14
chr5	163548	169340	+	ENSG00000153404.14
chr5	169592	171043	+	ENSG00000153404.14
chr5	171132	171214	+	ENSG00000153404.14
chr5	171444	172897	+	ENSG00000153404.14
chr5	173067	173918	+	ENSG00000153404.14
chr5	174098	181514	+	ENSG00000153404.14
chr5	181675	182004	+	ENSG00000153404.14
chr5	192437	194708	+	ENSG00000185028.3
chr5	218418	223482	+	ENSG00000073578.16
chr5	223568	224360	+	ENSG00000073578.16
chr5	224521	225419	+	ENSG00000073578.16
chr5	225486	230921	+	ENSG00000073578.16
chr5	231000	233477	+	ENSG00000073578.16
chr5	233645	235144	+	ENSG00000073578.16
chr5	235339	236428	+	ENSG00000073578.16
chr5	236599	240358	+	ENSG00000073578.16
chr5	240476	250992	+	ENSG00000073578.16
chr5	251103	251338	+	ENSG00000073578.16
chr5	251468	254393	+	ENSG00000073578.16
chr5	254506	256334	+	ENSG00000073578.16
chr5	225562	225883	+	ENSG00000073578.16
chr5	226047	228185	+	ENSG00000073578.16
chr5	228333	230876	+	ENSG00000073578.16
chr5	240476	254393	+	ENSG00000073578.16
chr5	224521	225883	+	ENSG00000073578.16
chr5	240476	254358	+	ENSG00000073578.16
chr5	251468	254358	+	ENSG00000073578.16
chr5	271821	272711	+	ENSG00000249915.7
chr5	272772	304177	+	ENSG00000249915.7
chr5	304221	306602	+	ENSG00000249915.7
chr5	306760	311293	+	ENSG00000249915.7
chr5	311402	314417	+	ENSG00000249915.7
chr5	271690	271776	+	ENSG00000249915.7
chr5	272772	311293	+	ENSG00000249915.7
chr5	271821	304177	+	ENSG00000249915.7
chr5	304221	314417	+	ENSG00000249915.7
chr5	272772	276012	+	ENSG00000249915.7
chr5	306754	311293	+	ENSG00000249915.7
chr5	304221	311293	+	ENSG00000249915.7
chr5	304221	343893	+	ENSG00000063438.16
chr5	343964	353730	+	ENSG00000063438.16
chr5	353911	376610	+	ENSG00000063438.16
chr5	376716	413344	+	ENSG00000063438.16
chr5	413433	422729	+	ENSG00000063438.16
chr5	422858	423841	+	ENSG00000063438.16
chr5	423977	427807	+	ENSG00000063438.16
chr5	428006	432463	+	ENSG00000063438.16
chr5	432524	432806	+	ENSG00000063438.16
chr5	432947	433853	+	ENSG00000063438.16
chr5	423977	427637	+	ENSG00000063438.16
chr5	427690	427807	+	ENSG00000063438.16
chr5	343964	413344	+	ENSG00000063438.16
chr5	321819	343893	+	ENSG00000063438.16
chr5	343969	353730	+	ENSG00000063438.16
chr5	322662	343893	+	ENSG00000063438.16
chr5	353911	367808	+	ENSG00000063438.16
chr5	343708	343893	+	ENSG00000063438.16
chr5	421340	422729	+	ENSG00000063438.16
chr5	428006	433853	+	ENSG00000063438.16
chr5	443290	446150	+	ENSG00000180104.15
chr5	446349	447533	+	ENSG00000180104.15
chr5	447752	453370	+	ENSG00000180104.15
chr5	454051	456889	+	ENSG00000180104.15
chr5	457006	457900	+	ENSG00000180104.15
chr5	458025	459359	+	ENSG00000180104.15
chr5	459459	461960	+	ENSG00000180104.15
chr5	462070	462157	+	ENSG00000180104.15
chr5	462307	464290	+	ENSG00000180104.15
chr5	464412	465111	+	ENSG00000180104.15
chr5	465272	465718	+	ENSG00000180104.15
chr5	465845	466727	+	ENSG00000180104.15
chr5	443290	444926	+	ENSG00000180104.15
chr5	445064	446150	+	ENSG00000180104.15
chr5	612443	618990	+	ENSG00000112877.7
chr5	619117	620069	+	ENSG00000112877.7
chr5	620261	624471	+	ENSG00000112877.7
chr5	624579	633769	+	ENSG00000112877.7
chr5	633947	635372	+	ENSG00000112877.7
chr5	635584	637517	+	ENSG00000112877.7
chr5	637818	639089	+	ENSG00000112877.7
chr5	639224	640408	+	ENSG00000112877.7
chr5	640604	644299	+	ENSG00000112877.7
chr5	644425	647805	+	ENSG00000112877.7
chr5	647916	652988	+	ENSG00000112877.7
chr5	893090	894787	+	ENSG00000071539.13
chr5	894952	896665	+	ENSG00000071539.13
chr5	896794	900494	+	ENSG00000071539.13
chr5	900549	901341	+	ENSG00000071539.13
chr5	901431	904148	+	ENSG00000071539.13
chr5	904220	907130	+	ENSG00000071539.13
chr5	907193	907988	+	ENSG00000071539.13
chr5	908074	908355	+	ENSG00000071539.13
chr5	908461	911843	+	ENSG00000071539.13
chr5	911996	914465	+	ENSG00000071539.13
chr5	914577	915904	+	ENSG00000071539.13
chr5	915973	917008	+	ENSG00000071539.13
chr5	893720	894787	+	ENSG00000071539.13
chr5	1009082	1009179	+	ENSG00000145506.13
chr5	1009214	1009481	+	ENSG00000145506.13
chr5	1009560	1032152	+	ENSG00000145506.13
chr5	1032212	1033372	+	ENSG00000145506.13
chr5	1033499	1034235	+	ENSG00000145506.13
chr5	1034330	1034756	+	ENSG00000145506.13
chr5	1034903	1035389	+	ENSG00000145506.13
chr5	1035473	1036257	+	ENSG00000145506.13
chr5	1036384	1037805	+	ENSG00000145506.13
chr5	1036384	1037520	+	ENSG00000145506.13
chr5	1037698	1037805	+	ENSG00000145506.13
chr5	1201852	1208746	+	ENSG00000174358.15
chr5	1208886	1210444	+	ENSG00000174358.15
chr5	1210581	1212303	+	ENSG00000174358.15
chr5	1212484	1213463	+	ENSG00000174358.15
chr5	1213573	1213953	+	ENSG00000174358.15
chr5	1214065	1216558	+	ENSG00000174358.15
chr5	1216686	1216789	+	ENSG00000174358.15
chr5	1216945	1218903	+	ENSG00000174358.15
chr5	1219107	1219505	+	ENSG00000174358.15
chr5	1219664	1221151	+	ENSG00000174358.15
chr5	1221313	1221701	+	ENSG00000174358.15
chr5	1225637	1232219	+	ENSG00000164363.9
chr5	1232359	1232751	+	ENSG00000164363.9
chr5	1232888	1235481	+	ENSG00000164363.9
chr5	1235662	1237950	+	ENSG00000164363.9
chr5	1238060	1239450	+	ENSG00000164363.9
chr5	1239562	1240531	+	ENSG00000164363.9
chr5	1240659	1242707	+	ENSG00000164363.9
chr5	1242863	1243555	+	ENSG00000164363.9
chr5	1243759	1244214	+	ENSG00000164363.9
chr5	1244373	1244608	+	ENSG00000164363.9
chr5	1244767	1245848	+	ENSG00000164363.9
chr5	1801549	1802321	+	ENSG00000145494.11
chr5	1802374	1814339	+	ENSG00000145494.11
chr5	1814461	1815851	+	ENSG00000145494.11
chr5	2752464	2755029	+	ENSG00000186493.11
chr5	2752464	2752622	+	ENSG00000186493.11
chr5	2752754	2753285	+	ENSG00000186493.11
chr5	2753355	2755029	+	ENSG00000186493.11
